id,doc,line,mark,ruled_in,reason,zones,fields,values_governed,verdict,reaches,direction,confidence,reader_note,reader_zones,alarming
00105,or/clackamas/happy-valley/16.22.residential.txt,1017,3,or/clackamas/happy-valley,"Twenty-foot setbacks for public and institutional uses in SFA, and a ten-foot perimeter setback for cottage clusters in MUR-A. Scoped to districts this layer does not encode, and to two building types the pod is not.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,agree,not_ours,,clear,Both sentences are limited to public/institutional uses and to cottage clusters.,,False
00106,or/clackamas/happy-valley/16.22.residential.txt,1019,4,or/clackamas/happy-valley,"""Where the SFA district abuts lower density residential districts, the abutting yards shall have a 10-foot landscaped buffer area."" Scoped to SFA, which this layer does not encode. Worth flagging for the day it does: it turns on the neighbour's zoning, which is a registered site fact nothing measures yet.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,narrower,some_zones,stricter,clear,"On an SFA lot abutting a lower-density district this forces a 10-foot landscaped buffer in the abutting yard, widening what our pod must leave clear on that side; by its own words it applies only in SFA.",SFA,True
00107,or/clackamas/happy-valley/16.22.residential.txt,1021,5,or/clackamas/happy-valley,"""Side yard building setbacks for attached single-family (townhouse) may be reduced to zero in compliance with applicable sections of the adopted Uniform Building Code."" The same sentence as the encoded zero-side note, reprinted for Table 16.22.050-2 with ""attached single-family (townhouse)"" in place of ""townhomes"". Scoped to districts this layer does not encode; it becomes an encoding, not a dismissal, on the day they are.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,disagree,reaches,looser,clear,"Speaks to attached single-family (townhouse) construction, our building type, and lets the side yard drop to zero, which is a relaxation.",,False
00108,or/clackamas/happy-valley/16.22.residential.txt,1023,7,or/clackamas/happy-valley,"""(Reserved)"". A number the codifier kept and a body that says nothing. Captured because a reserved note is how a code leaves room to add one, and a marker that acquires words later must not arrive unnoticed.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,agree,not_ours,,clear,Reserved placeholder with no content to apply.,,False
00109,or/clackamas/happy-valley/16.22.residential.txt,1025,8,or/clackamas/happy-valley,"""Maximum building height for single-family detached/attached is 45 feet at the front elevation; side and rear elevations may not exceed 49 feet in height."" Scoped to Table 16.22.050-2, and in any case a loosening for a building type the pod is not, at heights it is nowhere near.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,disagree,reaches,stricter,inferred,"It sets the height ceiling for attached single-family, our type, at 45 feet at the front, below the 65 feet the table otherwise gives MUR-A, so the encoded height is a condition too loose for our building there.",,True
00110,or/clackamas/happy-valley/16.22.residential.txt,1027,9,or/clackamas/happy-valley,"The per-lot townhouse sizes for SFA, VTH and MUR-A -- 2,000 minimum and 3,000 maximum, or 2,000 with a 2,500 average; 1,500 and no maximum in MUR-A -- together with the sentence that lots for two- and three-family and multifamily dwellings are not subject to lot size standards at all. A quadplex is on none of those lists: this code's multifamily row begins at five units. Scoped to districts this layer does not encode, and the first note to read when it does.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,disagree,reaches,stricter,inferred,"It rewrites lot area for attached single-family (townhouse) dwellings in all three zones and adds a maximum and an average lot size the table never shows; whether four units on one undivided lot read as townhouse lots or as exempt multifamily is not settled by the note, so I flag it.",,True
00111,or/clackamas/happy-valley/16.22.residential.txt,1029,10,or/clackamas/happy-valley,"""Preexisting dwellings and their accessory structures shall comply with the Clackamas County VR-4/5 setback standards."" Sends buildings that predate annexation to the county's numbers. The pod is new, and the districts are not encoded.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,agree,not_ours,,clear,Applies only to preexisting dwellings; ours is new construction.,,False
00112,or/clackamas/happy-valley/16.22.residential.txt,1031,11,or/clackamas/happy-valley,"""On a corner lot, one of the required front yard building setbacks may be reduced to eight feet when abutting a local or connector street."" A loosening on a corner lot, in a district this layer does not encode. It would be a `corner_lot` variant on the day VTH is.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,disagree,reaches,looser,clear,"A corner lot holding our pod may cut one front setback to eight feet and project four feet further into it, which only relaxes the standard.",,False
00113,or/clackamas/happy-valley/16.22.residential.txt,1033,12,or/clackamas/happy-valley,"""Lot coverage maximum for existing, or where allowed, proposed single-family detached units is 50%. Maximum lot coverage does not apply to cottage clusters."" Scoped to Table 16.22.050-2, and both halves are about building types the pod is not.","['MURA', 'SFA', 'VTH']","['max_coverage_pct', 'max_density_du_per_acre', 'max_height_ft', 'min_building_separation_ft', 'min_density_du_per_acre', 'min_lot_depth_ft', 'min_lot_sqft', 'min_lot_width_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall+unit_lots]', 'setback_street_side_ft']",43,agree,not_ours,,clear,Limited to single-family detached units and to cottage clusters.,,False
00114,or/clackamas/happy-valley/16.22.residential.txt,1298,1,or/clackamas/happy-valley,"""Neighborhood commercial use subject to the provisions of Section 16.44.080."" The singular-worded twin of the note above, on the use tables for the attached and mixed-use districts. Same reason: a use this building is not.","['MURM', 'MURX']","['quadplex_allowed', 'quadplex_allowed [unit_lots]']",4,agree,not_ours,,clear,"Marks commercial rows of the use table, not a dwelling standard.",,False
00115,or/clackamas/happy-valley/16.22.residential.txt,1299,2,or/clackamas/happy-valley,"""Where scale and trip generation are compatible with residential development."" A discretionary compatibility test on a commercial use row in the MUR-M and MUR-X use table, which is neither this building nor a district this layer encodes.","['MURM', 'MURX']","['quadplex_allowed', 'quadplex_allowed [unit_lots]']",4,agree,not_ours,,clear,"Marks the catch-all retail and service commercial row, a condition on commercial uses rather than on our building.",,False
00116,or/clackamas/happy-valley/16.22.residential.txt,1318,1,or/clackamas/happy-valley,"""Density calculations shall be made pursuant to Section 16.63.020.F."" Scoped to Table 16.22.060-2, the MUR-M districts, which this layer does not encode. Note the citation's punctuation -- ""16.63.020.F"" where every other note in the chapter writes ""16.63.020(F)"".",['MURM'],['max_height_ft'],1,disagree,reaches,neither,clear,The MUR-M maximum and minimum density standards apply to our pod and this note only names the section that says how to compute the number.,,False
00117,or/clackamas/happy-valley/16.22.residential.txt,1319,2,or/clackamas/happy-valley,"""Standards are flexible and shall be determined through the master plan process or design review application."" The MUR-M table's version of the amendment path, and the reason most of that table's cells read ""Variable"". States no dimension, in districts this layer does not encode.",['MURM'],['max_height_ft'],1,disagree,reaches,neither,inferred,"This is the note behind every Variable cell in MUR-M, covering the lot size, width, depth, coverage and setbacks our pod must meet, so there is no fixed number to screen against; it moves no dimension itself.",,False
00118,or/clackamas/happy-valley/16.22.residential.txt,1321,4,or/clackamas/happy-valley,"""Building height is measured pursuant to Chapter 16.12 Definitions. Maximum building height for single-family (attached) is 45 feet at the front elevation; the building height may not exceed 49 feet at the side and rear elevations."" Scoped to Table 16.22.060-2. The measurement pointer is not a standard, and the rest loosens a limit for a building type the pod is not.",['MURM'],['max_height_ft'],1,disagree,reaches,stricter,inferred,"For attached dwellings like ours the MUR-M height ceiling drops from the table's 65 feet to 45 feet at the front, so the recorded height is one condition too loose.",,True
00119,or/clackamas/happy-valley/16.43.parking.txt,450,1,or/clackamas/happy-valley,"note 1 explains the Zone A and Zone B columns of the maximum: they come from Metro's Regional Transportation Functional Plan Title 2 and its Regional Parking Ratio Table, and the zones are drawn by transit access. The row this building sits on prints ""None required"" across both zone columns, so the note explains a pair of cells that are empty for us. Nothing to encode and nothing to lose by declining it",['(defaults)'],"['parking_max_per_unit', 'parking_min_per_unit']",2,disagree,reaches,neither,inferred,"It decides which parking-maximum column applies to a site from transit walking distance, a site condition, so it defines the A/B designation rather than moving a number.",,False
00120,or/clackamas/happy-valley/16.43.parking.txt,452,2,or/clackamas/happy-valley,"note 2 counts enclosed outdoor seating as floor area for restaurants, coffee shops and food-beverage carts without a drive-through. A different row of the same table and a use this screen does not place",['(defaults)'],"['parking_max_per_unit', 'parking_min_per_unit']",2,agree,not_ours,,clear,A restaurant floor-area counting rule; no dwelling is involved.,,False
00121,or/clackamas/happy-valley/16.43.parking.txt,454,3,or/clackamas/happy-valley,"note 3 waives additional parking for housing type CONVERSIONS -- its own example is a single detached dwelling becoming a triplex. This pod is new construction on a lot, not a conversion of a building already there, so the waiver does not reach it. Declining it is also the conservative direction: it can only ever reduce a requirement",['(defaults)'],"['parking_max_per_unit', 'parking_min_per_unit']",2,agree,not_ours,,clear,"Applies to conversions of an existing dwelling, which we are not, and it only relieves parking in any case.",,False
00122,or/clackamas/happy-valley/16.43.parking.txt,458,5,or/clackamas/happy-valley,"note 5 exempts single-room occupancy housing, ""residential units smaller than 750 square feet"", affordable housing under OAR 660-039-0010 and publicly supported housing under ORS 456.250 from the minimum. Three of the four limbs are elections or programmes rather than facts about the lot, and the fourth is a fact about the design: this pod is 56 by 36 feet over two storeys, about a thousand square feet a unit, so the size limb does not reach it. Encoding the affordable limb would forgive a requirement that applies to the building we are actually screening",['(defaults)'],"['parking_max_per_unit', 'parking_min_per_unit']",2,agree,not_ours,,inferred,"Every listed category is one our pod does not meet, since the units run about 1,000 sq ft and nothing says the project is affordable or publicly supported housing, and the note only waives minimum parking so it cannot tighten a standard.",,False
00123,or/clackamas/lake-oswego/50.03.002.use-table.txt,489,1,or/clackamas/lake-oswego,"note 1 sits on the R-W column's single-family cell and permits that dwelling ""erected on pilings over the water of Oswego Lake"". A different building, on ground this screen does not measure. R-W is encoded now (2026-08-21) and the note still does not reach the pod: it permits one dwelling type in one place, and the quadplex row's P in that column stands on its own","['R-0', 'R-10', 'R-15', 'R-2', 'R-3', 'R-5', 'R-6', 'R-7.5', 'R-DD', 'R-W']",['quadplex_allowed'],10,agree,not_ours,,clear,"Conditions an over-water structure, not a building set on a lot.",,False
00124,or/clackamas/lake-oswego/50.03.002.use-table.txt,490,2,or/clackamas/lake-oswego,"note 2 marks the ""small animals kept for owner's personal use"" row and says no commercial activity is allowed with it. It qualifies an accessory use, not a dwelling","['R-0', 'R-10', 'R-15', 'R-2', 'R-3', 'R-5', 'R-6', 'R-7.5', 'R-DD', 'R-W']",['quadplex_allowed'],10,agree,not_ours,,unclear,"The passage does not show which use row carries this mark, so I cannot name it; either way it is a prohibition on commercial activity, which a purely residential fourplex does not conduct, and it moves no dimensional standard.",,False
00125,or/clackamas/lake-oswego/50.04.dimensional.txt,239,3,or/clackamas/lake-oswego,"a 25% cut in minimum lot area to relocate a designated historic landmark. A relaxation, granted for moving a landmark onto the site; declining it can only cost a lot that would have qualified","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,agree,not_ours,,inferred,"Lot-area reduction available only for relocating a designated historic landmark, which a new factory-built pod is not.",,False
00126,or/clackamas/lake-oswego/50.04.dimensional.txt,241,4,or/clackamas/lake-oswego,"a foot of extra height for every five extra feet of setback on all sides. A relaxation of a standard this layer does not encode for R-7.5, and one bought with yard the pod is trying to fit inside","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,disagree,reaches,looser,clear,"""Middle housing"" covers a fourplex, so this height bonus is available to our pod in all three low-density zones; it only relaxes the height cap.",,False
00127,or/clackamas/lake-oswego/50.04.dimensional.txt,243,5,or/clackamas/lake-oswego,"how base height is measured on sloping ground -- a flat plane 28 ft over the highest natural grade, capped at 32. Still declined now that the flat-lot 28 is encoded, and for a better reason than the one first written here: this is not a second number for the same measure, it is a different measure, and the only direction it moves a building is upward -- to 32 where the ground falls away under it. A relaxation that needs a topography nothing here reads","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,narrower,some_zones,stricter,inferred,"On sloping lots it pins max base height to a plane 28 ft (R-7.5) / 30 ft (R-10) above the highest natural grade with a hard 32/34 ft ceiling, tighter than reading the printed 28-32 range at its top; the note names only R-7.5 and R-10, not R-15.","R-7.5,R-10",True
00128,or/clackamas/lake-oswego/50.04.dimensional.txt,245,6,or/clackamas/lake-oswego,"building height exceptions may not exceed the primary structure's height. A ceiling on accessory structures and projections, neither of which is part of the pod","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,agree,not_ours,,inferred,Caps height exceptions on the accessory-structure row it is marked on; our 26 ft pod is the primary structure and seeks no height exception.,,False
00129,or/clackamas/lake-oswego/50.04.dimensional.txt,247,7,or/clackamas/lake-oswego,"cottage cluster floor area. A different housing type, and a floor-area standard this layer does not encode","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,agree,not_ours,,clear,Cottage cluster only; not our building type.,,False
00130,or/clackamas/lake-oswego/50.04.dimensional.txt,249,8,or/clackamas/lake-oswego,"townhouse maximum floor area applies to the project rather than to each lot. It says at what scale a standard is measured, and the standard -- maximum floor area -- is not encoded here; the formula cap it belongs to does not bind a building of about a thousand square feet per unit","['R-10', 'R-15', 'R-7.5']","['max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_total_ft', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",31,disagree,reaches,neither,inferred,"Four attached units read as a townhouse project, so the maximum floor area standard is applied once to the whole project rather than per unit or per unit lot - it fixes the level of application without moving a number, but a screen applying floor area per dwelling would be four times too loose.",,False
00131,or/clackamas/lake-oswego/50.04.dimensional.txt,608,3,or/clackamas/lake-oswego,"the R-DD zone's density arithmetic -- one dwelling per 2,000 sq ft of net developable area. R-DD is encoded now (2026-08-21) and the note is still dismissed, on the ground the table itself gives: note 2, one cell to the left in the same row, exempts quadplexes from maximum density outright. A ceiling the pod is exempt from is not a ceiling","['R-10', 'R-15', 'R-5', 'R-6', 'R-7.5', 'R-DD']","['max_coverage_pct', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'quadplex_allowed [unit_lots]']",19,narrower,some_zones,looser,clear,"Our quadplex is expressly exempt from the R-DD maximum density, and townhouse projects get four units per single-family minimum lot area; stated for the R-DD zone only.",R-DD,False
00132,or/clackamas/lake-oswego/50.04.dimensional.txt,610,4,or/clackamas/lake-oswego,"an exception for structures the State or National Register has found historically significant. A relaxation for a building already standing, which is not the one being placed","['R-10', 'R-15', 'R-5', 'R-6', 'R-7.5', 'R-DD']","['max_coverage_pct', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'quadplex_allowed [unit_lots]']",19,agree,not_ours,,inferred,Exception for listed historic structures; a new pod is not one.,,False
00133,or/clackamas/lake-oswego/50.04.dimensional.txt,612,5,or/clackamas/lake-oswego,"how base height is measured on sloping ground. Still declined now that the flat-lot 28 is encoded: a different measure rather than a second number for the same one, and one that only ever raises a building -- to 32 where the ground falls away. It needs a topography nothing reads","['R-10', 'R-15', 'R-5', 'R-6', 'R-7.5', 'R-DD']","['max_coverage_pct', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'quadplex_allowed [unit_lots]']",19,narrower,some_zones,stricter,inferred,"On sloping lots max base height is a plane 28 ft above the highest natural grade with a hard 32 ft ceiling, tighter than the printed 28-32 range read at its top; the [5] marker sits only on the R-6 and R-5 columns, R-DD shows a dash.","R-6,R-5",True
00134,or/clackamas/lake-oswego/50.04.dimensional.txt,614,6,or/clackamas/lake-oswego,"cottage cluster floor area. A different housing type, and a floor-area standard this layer does not encode","['R-10', 'R-15', 'R-5', 'R-6', 'R-7.5', 'R-DD']","['max_coverage_pct', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft [unit_lots]', 'quadplex_allowed [unit_lots]']",19,agree,not_ours,,inferred,"Cottage cluster only; the text run on after it is a 25% density bonus for public-agency rental housing, which is neither our project nor a tightening.",,False
00135,or/clackamas/lake-oswego/50.04.dimensional.txt,788,1,or/clackamas/lake-oswego,"a note on Table 50.04.001-5, the R-6 setback table. It was dismissed for reaching an R-5 setback only through the width of the block's region; R-6 is encoded now (2026-08-21) and it reaches this layer directly. Still dismissed, and for the reason that was always the real one: it qualifies the table's Accessory Structures column -- under 600 sq ft, walls under 10 ft below the eave -- and the pod is encoded off the Primary Structures column beside it","['R-5', 'R-6']","['setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall]', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",11,agree,not_ours,,clear,Defines which accessory structures get the accessory-structure setback column; our pod is the primary structure.,,False
00136,or/clackamas/lake-oswego/50.04.dimensional.txt,789,2,or/clackamas/lake-oswego,"a note on Table 50.04.001-5, the R-6 setback table: ""behind the front building line of the house (excluding a porch)"". R-6 is encoded now (2026-08-21), so it reaches this layer directly rather than through the width of the block's region. Still dismissed: the marker is on the accessory-structure setbacks, and it places an accessory building relative to the house rather than changing any figure in the Primary Structures column","['R-5', 'R-6']","['setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall]', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",11,agree,not_ours,,inferred,"Qualifies the garage-vehicle-opening front setback; the pod has no garage, parking is a rear court.",,False
00137,or/clackamas/lake-oswego/50.04.dimensional.txt,790,3,or/clackamas/lake-oswego,"a note on Table 50.04.001-5, the R-6 setback table, and the one of the three that now sits directly on an encoded number: it marks the front setback cell this layer reads 20 ft off. R-6 is encoded as of 2026-08-21. Still dismissed, because it does not change the figure -- ""on corner lots, the front setback shall be measured on the narrow street frontage"" says which frontage the 20 ft is taken off, not how much. It decides where the pod sits on a corner lot rather than whether it fits, and `corner_lot` is a registered fact the screen assumes false rather than one it leaves open","['R-5', 'R-6']","['setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall]', 'setback_street_side_ft', 'setback_street_side_ft [local_street]']",11,narrower,some_zones,neither,clear,"On an R-6 corner lot this forces the 20 ft front yard onto the narrow frontage and the street-side standard onto the long one, fixing orientation without changing a number - a screen that picks the frontage itself would put the setbacks on the wrong sides.",R-6,False
00138,or/clackamas/lake-oswego/50.04.dimensional.txt,1456,4,or/clackamas/lake-oswego,"how base height is measured on sloping ground. Still declined now that the flat-lot 28 is encoded for R-3 and R-0: a different measure rather than a second number for the same one, and one that only ever raises a building -- to 32 where the ground falls away. It needs a topography nothing reads","['R-0', 'R-2', 'R-3', 'R-5', 'R-6', 'R-DD', 'R-W']","['max_coverage_pct', 'max_coverage_pct []', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'quadplex_allowed [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall]', 'setback_street_side_ft']",39,narrower,some_zones,stricter,inferred,"Same sloping-lot height plane, 28 ft above the highest natural grade with a hard 32 ft ceiling, tighter than the printed 28-32 read at its top; the [4] marker sits on the three columns carrying a sloping row, not on the R-W column, which shows a dash.","R-0,R-2,R-3",True
00139,or/clackamas/lake-oswego/50.04.dimensional.txt,1462,7,or/clackamas/lake-oswego,"cottage cluster floor area. A different housing type, and a floor-area standard this layer does not encode","['R-0', 'R-2', 'R-3', 'R-5', 'R-6', 'R-DD', 'R-W']","['max_coverage_pct', 'max_coverage_pct []', 'max_coverage_pct [low_rise]', 'max_density_du_per_acre', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'quadplex_allowed [unit_lots]', 'setback_front_ft', 'setback_rear_ft', 'setback_side_ft', 'setback_side_ft [attached_wall]', 'setback_street_side_ft']",39,agree,not_ours,,inferred,"The footnote itself is cottage-cluster only; the long tail run on after it (density bonus, accessory floor area, townhouse floor area per project) is separate code text and none of it tightens a standard on our pod.",,False
00140,or/clackamas/milwaukie/19.300.base-zones.txt,280,1,or/clackamas/milwaukie,"note 1 permits a townhouse on a corner lot of up to 3,500 sq ft, which widens where the townhouse path is available rather than narrowing it. Declining it costs a corner lot in the 3,000-3,500 range called ineligible for the split-plat route; it cannot certify one that is not",['R-MD'],"['max_coverage_pct', 'max_coverage_pct []', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft []', 'quadplex_allowed', 'setback_front_ft', 'setback_rear_ft', 'setback_rear_ft []', 'setback_side_ft', 'setback_street_side_ft', 'setback_street_side_ft []']",14,disagree,reaches,looser,unclear,"A corner-lot allowance on townhouse lot area in R-MD, so it reaches four attached units; the sentence does not say whether 3,500 sq ft relaxes an existing townhouse lot-size ceiling (looser) or bars townhouses on larger corner lots (stricter), so it needs a human ruling.",,False
00141,or/clackamas/milwaukie/19.300.base-zones.txt,281,2,or/clackamas/milwaukie,"note 2 limits the minimum lot size for a SINGLE DETACHED dwelling to lots created on or after 3 June 2022. Neither half reaches this screen: the housing type is not the one being placed, and the vintage rule only exempts older lots from a standard",['R-MD'],"['max_coverage_pct', 'max_coverage_pct []', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'min_lot_width_ft []', 'quadplex_allowed', 'setback_front_ft', 'setback_rear_ft', 'setback_rear_ft []', 'setback_side_ft', 'setback_street_side_ft', 'setback_street_side_ft []']",14,agree,not_ours,,clear,"Scopes the single detached dwelling minimum lot size; our pod is attached, not detached.",,False
00142,or/clackamas/milwaukie/19.300.base-zones.txt,509,1,or/clackamas/milwaukie,"note 2 limits the minimum lot size for a SINGLE DETACHED dwelling to lots created on or after 3 June 2022. Neither half reaches this screen: the housing type is not the one being placed, and the vintage rule only exempts older lots from a standard",['R-HD'],"['max_coverage_pct', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_rear_ft', 'setback_street_side_ft']",9,agree,not_ours,,clear,Same detached-only scoping note in the R-HD table.,,False
00143,or/clackamas/milwaukie/19.300.base-zones.txt,511,3,or/clackamas/milwaukie,"note 3 counts four single room occupancy rooms as one dwelling unit for density purposes. It changes the arithmetic for a housing type this screen does not place, and in the direction that fits more of it",['R-HD'],"['max_coverage_pct', 'max_height_ft', 'min_lot_sqft', 'min_lot_sqft [unit_lots]', 'min_lot_width_ft', 'quadplex_allowed', 'setback_front_ft', 'setback_rear_ft', 'setback_street_side_ft']",9,agree,not_ours,,clear,SRO density conversion; our four dwelling units are not SRO rooms.,,False
00144,or/clackamas/milwaukie/19.300.base-zones.txt,921,1,or/clackamas/milwaukie,"note 1 lifts the four-consecutive-townhouse limit of 19.505.5 in the GMU zone only. This layer encodes no GMU zone. The limit itself binds R-MD and the High Density Zone at 4, and the pod is 4, so the relief this note grants is relief the screen has no use for",['R-HD'],['setback_side_ft'],1,agree,not_ours,,inferred,"Lifts the 4-consecutive-townhouse limit in the GMU zone only, a district not in this note's zone list; elsewhere the limit stands unchanged and our row of four is at it, not over it.",,False
00145,or/clackamas/milwaukie/19.300.base-zones.txt,923,2,or/clackamas/milwaukie,"note 2 exempts residential uses in a vertical mixed-use building from conditional use review in the NMU zone. No NMU zone is encoded, and the pod is not a vertical mixed-use building",['R-HD'],['setback_side_ft'],1,agree,not_ours,,clear,"NMU zone, vertical mixed-use building, and a review procedure - none of it ours.",,False
